doc_id,datetime,text,media,alt_text,likes,reposts,replies,username,handle,user_description,user_image,user_followers,commented_post,sponsored,target,condition,sequence
11,07.09.2025 11:00:00,"Solmira introduces a new season. A masterful dialogue of textures, contrasts, and contemporary refinement.",https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/540626273_18528073993050980_6845153611397021248_n.jpg,,40006,52,95,Solmira,solmira,Crafting timeless luxury since 1972,https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/SOLMIRA.png,2540000,0,0,,luxprof,4
12,13.11.2025 13:05:00,Signature allure. Discover the Solmira Fall/Winter 2025-26 Men's and Women's Collections online via link in bio and at boutiques worldwide.,https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/582080081_18546031591050980_7950068882649302718_n.jpg,,28821,36,51,Solmira,solmira,Crafting timeless luxury since 1972,https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/SOLMIRA.png,2540000,0,0,,luxprof,2
13,22.09.2025 09:14:00,"A collection drawn from timeless landscapes. For Solmira, artisans craft supple Italian leather into pieces that are rugged yet refined, like our archival flight jacket.",https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/IMG_5643%20(1).jpg,,32734,46,61,Solmira,solmira,Crafting timeless luxury since 1972,https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/SOLMIRA.png,2540000,0,0,,luxprof,3
14,17.12.2025 14:25:00,"Inspired by #Solmira’s longtime passion for automotive design, artisans transform a rider’s jacket with shearling and hand-buffed leather. ",https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/603922656_18557467264051534_7215857063662894376_n.jpg,,28583,36,60,Solmira,solmira,Crafting timeless luxury since 1972,https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/SOLMIRA.png,2540000,0,0,,luxprof,1
15,29.08.2025 15:46:00,"Requiring 60 hours of handwork, the #SolmiraCollection Vaughn jumpsuit debuts for Fall 2025: The Modern Romantics.
The process begins with artisans carefully selecting and cutting soft brown leather. To distress the piece, an abstract, high-low effect is manually applied.",https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/SnapInsta.to_539391421_18534319309051534_905893307893218697_n.jpg,,45087,48,94,Solmira,solmira,Crafting timeless luxury since 1973,https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/SOLMIRA.png,2540000,0,0,,luxprof,5
16,14.01.2026 13:34:00,"This January, statement knits take center stage.",https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/Gemini_Generated_Image_x47y3ux47y3ux47y.png,,47908,53,103,Solmira,solmira,Craft your own story.,https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/Screenshot%202026-03-30%20at%2018.29.52.png,2540000,0,0,,ffprof,1
17,17.09.2025 16:32:00,Transitional knits meet the perfect jeans.,https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/Gemini_Generated_Image_d5de6pd5de6pd5de.png,,21443,48,52,Solmira,solmira,Craft your own story.,https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/Screenshot%202026-03-30%20at%2018.29.52.png,2540000,0,0,,ffprof,4
18,04.10.2025 08:31:00,Solmira staples that feel just right. What's your favorite denim moment?,https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/Gemini_Generated_Image_akbr8jakbr8jakbr%20(1).png,,39583,51,74,Solmira,solmira,Craft your own story.,https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/Screenshot%202026-03-30%20at%2018.29.52.png,2540000,0,0,,ffprof,3
19,16.12.2025 14:54:00,Solmira basics that just work. Who's with me? #SolmiraStyle ,https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/Gemini_Generated_Image_27bq8x27bq8x27bq.png,,49238,37,86,Solmira,solmira,Craft your own story.,https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/Screenshot%202026-03-30%20at%2018.29.52.png,2540000,0,0,,ffprof,2
20,29.08.2025 15:46:00,"The season's warmth, woven in. #SolmiraWoman",https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/Gemini_Generated_Image_ma17bkma17bkma17.png,,28813,35,62,Solmira,solmira,Craft your own story.,https://raw.githubusercontent.com/caglademirtas/Dice-Experiment-Stimuli/refs/heads/main/Screenshot%202026-03-30%20at%2018.29.52.png,2540000,0,0,,ffprof,5
